crop_name,condition_type,threshold_min,threshold_max,parameter,advisory_message,priority,action_type
Pineapple,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Jute,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Tomato,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Barnyard Millet,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Coffee,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Papaya,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Coffee,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Carrot,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Black Gram,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Cumin,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Coriander,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Garlic,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Lentil,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Mustard,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Mango,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Capsicum,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Rice,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Pearl Millet,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Linseed,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Kodo Millet,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Cardamom,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Potato,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Lentil,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Castor,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Finger Millet,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Tomato,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Foxtail Millet,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Soybean,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Barley,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Orange,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Foxtail Millet,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Rice,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Soybean,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Garlic,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Fenugreek,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Fenugreek,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Papaya,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Coriander,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Pearl Millet,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Fenugreek,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Castor,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Coconut,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Soybean,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Cumin,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Black Gram,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Cumin,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Jute,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Pigeon Pea,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Groundnut,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Soybean,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Cabbage,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Cotton,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Castor,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Sugarcane,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Maize,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Radish,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Castor,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Cumin,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Coconut,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Potato,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Wheat,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Onion,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Chilli,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Cauliflower,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Arecanut,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Sorghum,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Coconut,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Grapes,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Tea,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Sunflower,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Tomato,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Barley,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Castor,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Garlic,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Cumin,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Coriander,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Finger Millet,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Apple,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Radish,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Finger Millet,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Finger Millet,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Linseed,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Kodo Millet,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Clove,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Coffee,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Cauliflower,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Rice,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Field Pea,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Coriander,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Cotton,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Brinjal,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Field Pea,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
